uid,Cond,ErrorRegion,Stage,nObs,ModelMass,MeanRT,Q10RT,MedianRT,Q90RT
YL,S4C2NR,Central,Observed,272,NaN,1.33342977942088,1.12690999999046,1.29190000009537,1.58796000032425
YL,S4C2NR,Central,H0a POPCDM,NaN,5.06964890424506,1.35101718470229,1.10603257936463,1.32603257936463,1.62603257936463
YL,S4C2NR,Shoulder,Observed,182,NaN,1.36681758241863,1.11471999988556,1.35569999980927,1.62480000019073
YL,S4C2NR,Shoulder,H0a POPCDM,NaN,2.26693151395698,1.35299866884407,1.10603257936463,1.33603257936463,1.62603257936463
YL,S4C2NR,Tail,Observed,46,NaN,1.46422173913665,1.2069,1.38180000019074,1.87226999988556
YL,S4C2NR,Tail,H0a POPCDM,NaN,0.575979505915542,1.35247337148837,1.10603257936463,1.33603257936463,1.62603257936463
YL,S4C2R,Central,Observed,379,NaN,1.32337915566855,1.08599999980927,1.31109999990463,1.58357999992371
YL,S4C2R,Central,H0a POPCDM,NaN,5.42315486228628,1.35100906309471,1.10603257936463,1.32603257936463,1.62603257936463
YL,S4C2R,Shoulder,Observed,121,NaN,1.34019752064618,1.07186000003815,1.33509999990463,1.64601999988556
YL,S4C2R,Shoulder,H0a POPCDM,NaN,2.34963356393261,1.35305689148396,1.10603257936463,1.33603257936463,1.62603257936463
YL,S4C2R,Tail,Observed,0,NaN,NaN,NaN,NaN,NaN
YL,S4C2R,Tail,H0a POPCDM,NaN,0.139771497898693,1.35518186649019,1.10603257936463,1.33603257936463,1.63603257936463
YL,S4C4NR,Central,Observed,243,NaN,1.36430452673327,1.13171999969483,1.35319999980927,1.62691999998093
YL,S4C4NR,Central,H0a POPCDM,NaN,4.66313241568912,1.35102804639938,1.10603257936463,1.32603257936463,1.62603257936463
YL,S4C4NR,Shoulder,Observed,185,NaN,1.35453837835724,1.114,1.34209999990463,1.61239999961853
YL,S4C4NR,Shoulder,H0a POPCDM,NaN,2.17182775067459,1.35292623390818,1.10603257936463,1.33603257936463,1.62603257936463
YL,S4C4NR,Tail,Observed,72,NaN,1.42257083332539,1.11365,1.35884999990463,1.7995900001049
YL,S4C4NR,Tail,H0a POPCDM,NaN,1.07759975775388,1.35206938150196,1.10603257936463,1.32603257936463,1.62603257936463
YL,S6C2NR,Central,Observed,275,NaN,1.38597090909611,1.1615,1.35590000009537,1.6742999997139
YL,S6C2NR,Central,H0a POPCDM,NaN,4.89874490219065,1.44301270611167,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C2NR,Shoulder,Observed,169,NaN,1.40051834321445,1.14393999986649,1.37690000009537,1.66979999980927
YL,S6C2NR,Shoulder,H0a POPCDM,NaN,2.25404438999522,1.44554037503494,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C2NR,Tail,Observed,56,NaN,1.41952499999319,1.06006999974251,1.42989999985695,1.76698999991417
YL,S6C2NR,Tail,H0a POPCDM,NaN,0.765839465013791,1.44466871251865,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C2R,Central,Observed,385,NaN,1.34384233767522,1.076,1.33509999990463,1.6145
YL,S6C2R,Central,H0a POPCDM,NaN,5.39971788583651,1.44299697003054,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C2R,Shoulder,Observed,111,NaN,1.3796585585534,1.06974000005722,1.37609999990463,1.72283999996185
YL,S6C2R,Shoulder,H0a POPCDM,NaN,2.37445015966631,1.4456476425312,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C2R,Tail,Observed,4,NaN,1.36027499997616,1.20519999980927,1.38725,1.46140000009537
YL,S6C2R,Tail,H0a POPCDM,NaN,0.144460711696842,1.44851010540035,1.16603257936463,1.42603257936463,1.75603257936463
YL,S6C4NR,Central,Observed,164,NaN,1.47914329268583,1.21930999984742,1.44489999985695,1.77342000017166
YL,S6C4NR,Central,H0a POPCDM,NaN,3.59214691700422,1.44307439987224,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C4NR,Shoulder,Observed,186,NaN,1.48694838707934,1.23888999981881,1.45210000014305,1.77370999984742
YL,S6C4NR,Shoulder,H0a POPCDM,NaN,1.94001161538897,1.44519795864055,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C4NR,Tail,Observed,149,NaN,1.52881140936781,1.26948000001907,1.45680000019073,1.88377999992371
YL,S6C4NR,Tail,H0a POPCDM,NaN,2.38647022480647,1.44406224138372,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C4R,Central,Observed,320,NaN,1.47748281249702,1.18690000009537,1.46629999995232,1.79215000009536
YL,S6C4R,Central,H0a POPCDM,NaN,5.11877596794734,1.44300541537806,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C4R,Shoulder,Observed,137,NaN,1.4866883211658,1.1944800002098,1.4522000002861,1.83426000003815
YL,S6C4R,Shoulder,H0a POPCDM,NaN,2.3069275008392,1.44558886668384,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C4R,Tail,Observed,42,NaN,1.62774047619956,1.24890000004768,1.6199500002861,1.91521999993324
YL,S6C4R,Tail,H0a POPCDM,NaN,0.492925288413114,1.44516316786208,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C6NR,Central,Observed,153,NaN,1.44352679736318,1.17628000011444,1.42719999980927,1.7516799999237
YL,S6C6NR,Central,H0a POPCDM,NaN,3.08578671866118,1.44311235563643,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C6NR,Shoulder,Observed,155,NaN,1.50429225806575,1.25080000019073,1.432,1.85
YL,S6C6NR,Shoulder,H0a POPCDM,NaN,1.81831106186092,1.44503345844795,1.16603257936463,1.41603257936463,1.75603257936463
YL,S6C6NR,Tail,Observed,191,NaN,1.50707486912093,1.23684000015259,1.48769999980927,1.78596000003815
YL,S6C6NR,Tail,H0a POPCDM,NaN,3.01453097667756,1.44400253157168,1.16603257936463,1.41603257936463,1.75603257936463
