"subexperiment","participant_id","redundancy","tab_away_count","target_orientation","started_outof_center","too_fast_trigger","num_items","response_RT_from_start","response_error_deg","duration_ms","response_orientation_360","response_RT","leave_center_RT","cue_type","too_slow_trigger","trial_event","trial_number"
2,"09",1,2,NA,"[False]","[False]",6,"[911.3000000715256]","[-22.059987307160668]",250,NA,"[349.7000000476837]","[561.6000000238419]","R-cue","[False]","stimulus_wheel_display_event",165
2,"09",0,2,NA,"[False]","[False]",6,"[651.0999999046326]","[179.4862497393949]",50,NA,"[170.19999992847443]","[480.89999997615814]","Baseline","[False]","stimulus_wheel_display_event",166
2,"09",0,2,NA,"[False]","[False]",4,"[812]","[-76.17487060680503]",150,NA,"[346.2999999523163]","[465.7000000476837]","Baseline","[False]","stimulus_wheel_display_event",167
2,"09",0,2,NA,"[False]","[False]",4,"[702.6999999284744]","[-19.62999384474017]",250,NA,"[133.39999997615814]","[569.2999999523163]","Baseline","[False]","stimulus_wheel_display_event",168
2,"09",1,2,NA,"[False]","[False]",6,"[788.5]","[-12.031813416304175]",150,NA,"[322.39999997615814]","[466.10000002384186]","R-cue","[False]","stimulus_wheel_display_event",169
2,"09",0,2,NA,"[False]","[False]",6,"[934.3999999761581]","[-141.84221162476769]",150,NA,"[429.7999999523163]","[504.60000002384186]","Baseline","[False]","stimulus_wheel_display_event",170
2,"09",0,2,NA,"[False]","[False]",4,"[1090.5]","[-135.53803971417278]",250,NA,"[413.5]","[677]","Baseline","[False]","stimulus_wheel_display_event",171
2,"09",1,2,NA,"[False]","[False]",4,"[602.3999999761581]","[0.0014455225064011756]",250,NA,"[65.89999997615814]","[536.5]","R-cue","[False]","stimulus_wheel_display_event",172
2,"09",0,2,NA,"[False]","[False]",6,"[503.59999990463257]","[-93.95548837057174]",250,NA,"[208.09999990463257]","[295.5]","Baseline","[False]","stimulus_wheel_display_event",173
2,"09",0,2,NA,"[False]","[False]",6,"[857.8000000715256]","[33.33425042496253]",50,NA,"[373.89999997615814]","[483.90000009536743]","NR-cue","[False]","stimulus_wheel_display_event",174
2,"09",0,2,NA,"[False]","[False]",4,"[542.5]","[-115.5076754428726]",150,NA,"[44.200000047683716]","[498.2999999523163]","NR-cue","[False]","stimulus_wheel_display_event",175
2,"09",0,2,NA,"[False]","[False]",6,"[964]","[-32.18733753291713]",250,NA,"[404.7000000476837]","[559.2999999523163]","Baseline","[False]","stimulus_wheel_display_event",176
2,"09",0,2,NA,"[False]","[False]",6,"[701.8000000715256]","[77.35098024765358]",150,NA,"[298.89999997615814]","[402.90000009536743]","Baseline","[False]","stimulus_wheel_display_event",177
2,"09",1,2,NA,"[False]","[False]",6,"[527.3999999761581]","[-51.79576381977836]",50,NA,"[71.39999997615814]","[456]","R-cue","[False]","stimulus_wheel_display_event",178
2,"09",0,2,NA,"[False]","[False]",4,"[651]","[-103.43209618416495]",50,NA,"[113.69999992847443]","[537.3000000715256]","NR-cue","[False]","stimulus_wheel_display_event",179
2,"09",1,2,NA,"[False]","[False]",6,"[440.7000000476837]","[9.823011226207086]",250,NA,"[249.10000002384186]","[191.60000002384186]","R-cue","[False]","stimulus_wheel_display_event",180
2,"09",0,2,NA,"[False]","[False]",6,"[1163]","[25.878810657983763]",50,NA,"[320.5]","[842.5]","NR-cue","[False]","stimulus_wheel_display_event",181
2,"09",0,2,NA,"[False]","[False]",6,"[969.1000000238419]","[-14.49091832008719]",250,NA,"[353.2999999523163]","[615.8000000715256]","NR-cue","[False]","stimulus_wheel_display_event",182
2,"09",0,2,NA,"[False]","[False]",6,"[765.9000000953674]","[100.56915897461928]",150,NA,"[149.70000004768372]","[616.2000000476837]","NR-cue","[False]","stimulus_wheel_display_event",183
2,"09",1,2,NA,"[False]","[False]",4,"[890.7999999523163]","[168.4280808289011]",150,NA,"[83.29999995231628]","[807.5]","R-cue","[False]","stimulus_wheel_display_event",184
2,"09",0,2,NA,"[False]","[False]",4,"[495.2000000476837]","[-54.31930861118292]",150,NA,"[116.5]","[378.7000000476837]","NR-cue","[False]","stimulus_wheel_display_event",185
2,"09",0,2,NA,"[False]","[False]",4,"[527.3999999761581]","[-2.8777820884617995]",150,NA,"[182.70000004768372]","[344.6999999284744]","NR-cue","[False]","stimulus_wheel_display_event",186
2,"09",0,2,NA,"[False]","[False]",6,"[526.7000000476837]","[-49.6780353616258]",50,NA,"[50]","[476.7000000476837]","NR-cue","[False]","stimulus_wheel_display_event",187
2,"09",0,2,NA,"[False]","[False]",4,"[738.0999999046326]","[50.599632687022904]",250,NA,"[362.09999990463257]","[376]","NR-cue","[False]","stimulus_wheel_display_event",188
2,"09",1,2,NA,"[False]","[False]",4,"[1203.5]","[-79.42140267877653]",150,NA,"[100.10000002384186]","[1103.3999999761581]","R-cue","[False]","stimulus_wheel_display_event",189
2,"09",0,2,NA,"[False]","[False]",6,"[444]","[34.501324393975835]",250,NA,"[63.5]","[380.5]","Baseline","[False]","stimulus_wheel_display_event",190
2,"09",0,2,NA,"[False]","[False]",4,"[697.5]","[-39.15343387718269]",250,NA,"[316.5]","[381]","Baseline","[False]","stimulus_wheel_display_event",191
2,"09",1,2,NA,"[False]","[True]",4,"[387.2999999523163]","[175.22196677755448]",150,NA,"[49.299999952316284]","[338]","R-cue","[False]","stimulus_wheel_display_event",192
2,"09",0,2,NA,"[False]","[False]",4,"[707.2000000476837]","[39.32164077162457]",150,NA,"[311.2999999523163]","[395.90000009536743]","NR-cue","[False]","stimulus_wheel_display_event",193
2,"09",1,2,NA,"[False]","[False]",6,"[1077.6999999284744]","[-11.800855745778023]",250,NA,"[411.2999999523163]","[666.3999999761581]","R-cue","[False]","stimulus_wheel_display_event",194
2,"09",0,2,NA,"[True]","[False]",6,"[621.8000000715256]","[6.788017114968966]",50,NA,"[85.20000004768372]","[None]","Baseline","[False]","stimulus_wheel_display_event",195
2,"09",1,2,NA,"[False]","[False]",6,"[715.6000000238419]","[-3.7423613411491488]",50,NA,"[61.10000002384186]","[654.5]","R-cue","[False]","stimulus_wheel_display_event",196
2,"09",0,2,NA,"[False]","[False]",6,"[671.6000000238419]","[23.99740340664215]",250,NA,"[315.10000002384186]","[356.5]","Baseline","[False]","stimulus_wheel_display_event",197
2,"09",0,2,NA,"[False]","[False]",6,"[795.5]","[-40.601236931242056]",150,NA,"[100.19999992847443]","[695.3000000715256]","NR-cue","[False]","stimulus_wheel_display_event",198
2,"09",1,2,NA,"[False]","[False]",4,"[463.5]","[123.07867376798993]",50,NA,"[33.39999997615814]","[430.10000002384186]","R-cue","[False]","stimulus_wheel_display_event",199
2,"09",0,2,NA,"[False]","[False]",4,"[861]","[-9.534817659360215]",250,NA,"[450]","[411]","NR-cue","[False]","stimulus_wheel_display_event",200
