uid,start_date_local,session,age,colorblind,gender,num_items,ColorN,redundancy,response_error,response_RT,rotation,response_degrees,response_radians,target_angle_norotation,response_derotated_degress,target_color,target_patchN,Patch_Locations1,Patch_Locations2,Patch_Locations3,Patch_Locations4,Patch_Locations5,Patch_Locations6,Patch_Color_Angle1,Patch_Color_Angle2,Patch_Color_Angle3,Patch_Color_Angle4,Patch_Color_Angle5,Patch_Color_Angle6,all_patch_colors,leave_center_RT,started_outof_center,too_fast_trigger,too_slow_trigger,timeout,tab_away_count,points,Gestalt,num_itemsi,ColorNi,redundanti,Cnd
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,-4.1333239558557,1252.60000038147,139,143.866676044144,-2.51094718087037,9,4.8666760441443,"[234.86, 64.51, 82.2]",1,172,231,349,290,113,54,9,352,352,352,352,352,"[[234.86, 64.51, 82.2], [244.26, 30.45, 134.85], [244.26, 30.45, 134.85], [244.26, 30.45, 134.85], [244.26, 30.45, 134.85], [244.26, 30.45, 134.85]]",1023.10000038147,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,26.0090059574945,1620.80000019073,139,276.009005957495,1.46591938806466,111,137.009005957495,"[120.68, 179.55, 0]",1,244,66,333,155,NaN,NaN,111,30,111,111,NaN,NaN,"[[120.68, 179.55, 0], [224.27, 111.49, 0], [120.68, 179.55, 0], [120.68, 179.55, 0]]",1172.80000019073,FALSE,FALSE,FALSE,FALSE,0,86,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-7.72591052697436,1393.19999980927,139,166.274089473026,-2.90203032205994,35,27.2740894730256,"[222.71, 123.15, 0]",2,240,62,151,329,NaN,NaN,309,35,309,309,NaN,NaN,"[[234.93, 0, 231.29], [222.71, 123.15, 0], [234.93, 0, 231.29], [234.93, 0, 231.29]]",1142,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,11.5328409386107,955.799999237061,139,40.5328409386107,-0.707431529565906,250,261.532840938611,"[0, 162.8, 255]",1,16,252,193,311,75,134,250,102,102,102,102,102,"[[0, 162.8, 255], [145.01, 179.49, 0], [145.01, 179.49, 0], [145.01, 179.49, 0], [145.01, 179.49, 0], [145.01, 179.49, 0]]",790,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,-28.7890722763262,1317.79999923706,139,122.210927723674,-2.13298307069493,12,343.210927723674,"[232.69, 69.04, 70.07]",1,130,248,71,12,307,189,12,112,143,337,337,337,"[[232.69, 69.04, 70.07], [117.45, 179.47, 0], [0, 199.81, 121.36], [248.77, 0, 174.42], [248.77, 0, 174.42], [248.77, 0, 174.42]]",1038.39999961853,FALSE,FALSE,FALSE,FALSE,0,84,Iso.Triangle,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,21.3841730567435,1807.4000005722,139,125.384173056743,-2.18836664973054,325,346.384173056743,"[247.69, 0, 202.13]",2,297,119,208,30,NaN,NaN,19,325,19,19,NaN,NaN,"[[227.1, 78.68, 27.84], [247.69, 0, 202.13], [227.1, 78.68, 27.84], [227.1, 78.68, 27.84]]",1190.9000005722,FALSE,FALSE,FALSE,FALSE,0,88,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-1.49190102823155,993,139,65.5080989717684,-1.14333201377967,288,286.508098971768,"[195.24, 56.78, 255]",1,78,196,255,314,137,19,288,191,288,288,288,288,"[[195.24, 56.78, 255], [0, 241.44, 239.77], [195.24, 56.78, 255], [195.24, 56.78, 255], [195.24, 56.78, 255], [195.24, 56.78, 255]]",790.099999427795,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,-6.15988751115296,1657.5999994278,139,139.840112488847,-2.44067038928962,7,0.840112488847041,"[236.23, 61.34, 89.52]",1,60,149,327,238,NaN,NaN,7,266,7,7,NaN,NaN,"[[236.23, 61.34, 89.52], [108.41, 107.36, 255], [236.23, 61.34, 89.52], [236.23, 61.34, 89.52]]",1298.19999980927,FALSE,FALSE,FALSE,FALSE,0,97,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,10.0205729689983,985.900000572205,139,32.0205729689983,-0.558864426684117,243,253.020572968998,"[0, 188.2, 255]",1,117,176,58,353,235,294,243,107,107,107,107,107,"[[0, 188.2, 255], [132.41, 179.71, 0], [132.41, 179.71, 0], [132.41, 179.71, 0], [132.41, 179.71, 0], [132.41, 179.71, 0]]",819.199999809265,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,6.69220128819751,1289.19999980927,139,278.692201288198,1.41908879506976,133,139.692201288198,"[0, 184.66, 71.88]",4,10,305,187,69,246,128,243,77,17,133,133,133,"[[0, 188.2, 255], [188.46, 171.69, 0], [228.77, 76.04, 43.9], [0, 184.66, 71.88], [0, 184.66, 71.88], [0, 184.66, 71.88]]",1134.60000038147,FALSE,FALSE,FALSE,FALSE,0,96,Iso.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,-0.779496312380502,1808,139,294.220503687619,1.14806879095451,156,155.220503687619,"[0, 216.14, 163.47]",4,157,98,216,334,39,275,244,90,36,156,156,156,"[[0, 185.04, 255], [169.01, 177.18, 0], [222.33, 125.22, 0], [0, 216.14, 163.47], [0, 216.14, 163.47], [0, 216.14, 163.47]]",1391.9000005722,FALSE,FALSE,FALSE,FALSE,0,100,Contiguous.Short6,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,9.0288412839715,1352.89999961853,139,34.0288412839715,-0.593915321043878,246,255.028841283972,"[0, 178.29, 255]",1,178,60,237,1,119,296,246,88,317,44,88,88,"[[0, 178.29, 255], [172.37, 176.54, 0], [243.18, 0, 217.85], [218.54, 139.44, 0], [172.37, 176.54, 0], [172.37, 176.54, 0]]",1302.69999980927,FALSE,FALSE,FALSE,FALSE,0,95,Iso.Triangle,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,-56.6075022462489,1511.20000076294,139,238.392497753751,2.12245130932344,156,99.3924977537511,"[0, 216.14, 163.47]",2,13,249,190,308,131,72,78,156,78,78,78,78,"[[187.15, 172.23, 0], [0, 216.14, 163.47], [187.15, 172.23, 0], [187.15, 172.23, 0], [187.15, 172.23, 0], [187.15, 172.23, 0]]",1433.70000076294,FALSE,FALSE,FALSE,FALSE,0,69,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,-5.9618241261108,1164.69999980927,139,56.0381758738892,-0.978050675811017,283,277.038175873889,"[181.22, 70.12, 255]",2,79,256,315,197,138,20,8,283,230,317,283,283,"[[235.55, 62.94, 85.93], [181.22, 70.12, 255], [0, 218.85, 255], [243.18, 0, 217.85], [181.22, 70.12, 255], [181.22, 70.12, 255]]",949.10000038147,FALSE,FALSE,FALSE,FALSE,0,97,Eq.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,35.3207062001604,1834.89999961853,139,1.32070620016038,-0.0230506716443018,187,222.32070620016,"[0, 240.14, 232.8]",2,39,275,98,216,334,157,12,187,187,187,187,187,"[[232.69, 69.04, 70.07], [0, 240.14, 232.8], [0, 240.14, 232.8], [0, 240.14, 232.8], [0, 240.14, 232.8], [0, 240.14, 232.8]]",1329.30000019073,FALSE,FALSE,FALSE,FALSE,0,80,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,-3.67259910915561,1088.39999961853,139,270.327400890844,1.5650821032757,135,131.327400890844,"[0, 187.89, 84.43]",3,317,199,258,81,140,22,315,100,135,196,135,135,"[[241.5, 0, 221.43], [149.54, 179.28, 0], [0, 187.89, 84.43], [0, 242.36, 247.9], [0, 187.89, 84.43], [0, 187.89, 84.43]]",915.300000190735,FALSE,FALSE,FALSE,FALSE,0,98,Eq.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,6.70923803918845,1383.19999980927,139,349.709238039188,0.179607678755149,204,210.709238039188,"[0, 241.95, 255]",1,77,136,313,18,254,195,204,282,204,204,204,204,"[[0, 241.95, 255], [178.13, 72.63, 255], [0, 241.95, 255], [0, 241.95, 255], [0, 241.95, 255], [0, 241.95, 255]]",1089.80000019073,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-2.96823402987172,1008,139,42.0317659701283,-0.733592706606447,266,263.031765970128,"[108.41, 107.36, 255]",2,340,73,251,162,NaN,NaN,216,266,216,216,NaN,NaN,"[[0, 236.12, 255], [108.41, 107.36, 255], [0, 236.12, 255], [0, 236.12, 255]]",849.5,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,-26.6252377190445,1377.30000019073,139,94.3747622809555,-1.64715033258963,342,315.374762280955,"[247.55, 0, 161.31]",2,239,298,180,121,3,62,144,342,144,144,144,144,"[[0, 201.2, 125.15], [247.55, 0, 161.31], [0, 201.2, 125.15], [0, 201.2, 125.15], [0, 201.2, 125.15], [0, 201.2, 125.15]]",1010.4000005722,FALSE,FALSE,FALSE,FALSE,0,85,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,0.985481122334562,1537.5,139,218.985481122335,2.46116764753096,79,79.9854811223346,"[185.81, 172.75, 0]",2,40,218,129,307,NaN,NaN,269,79,79,79,NaN,NaN,"[[125.61, 101.53, 255], [185.81, 172.75, 0], [185.81, 172.75, 0], [185.81, 172.75, 0]]",1320.5,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,11.6144039006373,1001.0999994278,139,32.6144039006373,-0.569228731641403,242,253.614403900637,"[0, 191.22, 255]",2,28,206,117,295,NaN,NaN,69,242,69,69,NaN,NaN,"[[198.02, 166.62, 0], [0, 191.22, 255], [198.02, 166.62, 0], [198.02, 166.62, 0]]",918.099999427795,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-48.303462731363,1754.30000019073,139,81.696537268637,-1.42587356281597,351,302.696537268637,"[244.63, 27.52, 137.52]",1,74,341,163,252,NaN,NaN,351,289,289,289,NaN,NaN,"[[244.63, 27.52, 137.52], [197.77, 53.91, 255], [197.77, 53.91, 255], [197.77, 53.91, 255]]",1554.19999980927,FALSE,FALSE,FALSE,FALSE,0,73,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-6.29559611032101,1444.39999961853,139,119.704403889679,-2.08923597701201,347,340.704403889679,"[245.92, 11.98, 147.9]",2,236,59,118,0,177,295,102,347,347,347,347,347,"[[145.01, 179.49, 0], [245.92, 11.98, 147.9], [245.92, 11.98, 147.9], [245.92, 11.98, 147.9], [245.92, 11.98, 147.9], [245.92, 11.98, 147.9]]",1278.30000019073,FALSE,FALSE,FALSE,FALSE,0,97,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,-103.887763494817,1696.80000019073,139,8.11223650518307,-0.141585236715923,333,229.112236505183,"[249.08, 0, 184.22]",1,94,271,212,35,153,330,333,154,233,45,45,45,"[[249.08, 0, 184.22], [0, 213.86, 157.78], [0, 213.25, 255], [217.97, 140.96, 0], [217.97, 140.96, 0], [217.97, 140.96, 0]]",1646.9000005722,FALSE,FALSE,FALSE,FALSE,0,42,Iso.Triangle,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,-90.5666859897144,1475.5,139,125.433314010286,-2.18922432116742,77,346.433314010286,"[188.46, 171.69, 0]",1,109,286,168,345,50,227,77,133,10,342,342,342,"[[188.46, 171.69, 0], [0, 184.66, 71.88], [234.15, 66.05, 78.34], [247.55, 0, 161.31], [247.55, 0, 161.31], [247.55, 0, 161.31]]",1366.39999961853,FALSE,FALSE,FALSE,FALSE,0,50,Iso.Triangle,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-20.5264798329495,1203.60000038147,139,338.473520167051,0.375707949449126,220,199.473520167051,"[0, 232.5, 255]",2,320,84,25,202,143,261,93,220,220,220,220,220,"[[163.66, 178, 0], [0, 232.5, 255], [0, 232.5, 255], [0, 232.5, 255], [0, 232.5, 255], [0, 232.5, 255]]",955.60000038147,FALSE,FALSE,FALSE,FALSE,0,89,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,0.838766677191302,1518.4000005722,139,157.838766677191,-2.7548061658041,18,18.8387666771913,"[227.94, 77.37, 36.68]",3,29,147,88,265,206,324,168,203,18,82,18,18,"[[0, 228.05, 193.92], [0, 242.14, 255], [227.94, 77.37, 36.68], [181.62, 174.19, 0], [227.94, 77.37, 36.68], [227.94, 77.37, 36.68]]",1240.9000005722,FALSE,FALSE,FALSE,FALSE,0,100,Eq.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,15.3345232916885,1612.20000076294,139,312.334523291688,0.831919508092705,158,173.334523291688,"[0, 218.34, 168.97]",1,306,188,70,11,129,247,158,83,83,83,83,83,"[[0, 218.34, 168.97], [180.16, 174.63, 0], [180.16, 174.63, 0], [180.16, 174.63, 0], [180.16, 174.63, 0], [180.16, 174.63, 0]]",1287.60000038147,FALSE,FALSE,FALSE,FALSE,0,91,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,69.2256740973368,1465,139,174.225674097337,-3.04081165450513,326,35.2256740973367,"[248.02, 0, 200.01]",1,256,315,197,138,20,79,326,39,170,216,216,216,"[[248.02, 0, 200.01], [221.07, 131.01, 0], [0, 229.73, 198.5], [0, 236.12, 255], [0, 236.12, 255], [0, 236.12, 255]]",1264.89999961853,FALSE,FALSE,FALSE,FALSE,0,62,Contiguous.Short6,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,0.512611802856327,1553.80000019073,139,262.512611802856,1.70147590321002,123,123.512611802856,"[66.84, 177.29, 0]",1,54,231,113,349,172,290,123,357,357,357,357,357,"[[66.84, 177.29, 0], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02]]",1138.9000005722,FALSE,FALSE,FALSE,FALSE,0,100,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-25.0079469554073,1149.80000019073,139,162.992053044593,-2.84474798021339,49,23.9920530445927,"[215.48, 146.62, 0]",1,165,224,47,342,283,106,49,72,49,49,49,49,"[[215.48, 146.62, 0], [194.62, 168.69, 0], [215.48, 146.62, 0], [215.48, 146.62, 0], [215.48, 146.62, 0], [215.48, 146.62, 0]]",790.400000572205,FALSE,FALSE,FALSE,FALSE,0,86,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,160.374819555562,2029.39999961853,139,163.374819555562,-2.85142851609617,224,24.3748195555618,"[0, 227.88, 255]",1,69,128,305,10,246,187,224,62,1,272,272,272,"[[0, 227.88, 255], [205.11, 160.94, 0], [239.94, 50.83, 109.19], [140.28, 95.39, 255], [140.28, 95.39, 255], [140.28, 95.39, 255]]",1790.5,FALSE,FALSE,FALSE,FALSE,0,11,Iso.Triangle,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-2.55950542669393,909.10000038147,139,55.4404945733061,-0.96761916923824,279,276.440494573306,"[168.18, 79.87, 255]",2,213,302,35,124,NaN,NaN,226,279,226,226,NaN,NaN,"[[0, 225.17, 255], [168.18, 79.87, 255], [0, 225.17, 255], [0, 225.17, 255]]",736.400000572205,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,56.2158744151031,1490.4000005722,139,8.2158744151031,-0.143394059473912,173,229.215874415103,"[0, 232.09, 205.12]",1,205,27,294,116,NaN,NaN,173,348,348,348,NaN,NaN,"[[0, 232.09, 205.12], [245.63, 16.78, 145.34], [245.63, 16.78, 145.34], [245.63, 16.78, 145.34]]",1063.4000005722,FALSE,FALSE,FALSE,FALSE,0,69,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,15.5247449108361,1498.69999980927,139,119.524744910836,-2.08610033630043,325,340.524744910836,"[247.69, 0, 202.13]",1,195,17,106,284,NaN,NaN,325,110,325,325,NaN,NaN,"[[247.69, 0, 202.13], [123.78, 179.62, 0], [247.69, 0, 202.13], [247.69, 0, 202.13]]",1155.39999961853,FALSE,FALSE,FALSE,FALSE,0,91,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,5.4797532325907,1511.89999961853,139,234.479753232591,2.19074158400706,90,95.4797532325907,"[169.01, 177.18, 0]",1,152,329,93,211,270,34,90,231,90,90,90,90,"[[169.01, 177.18, 0], [0, 217.07, 255], [169.01, 177.18, 0], [169.01, 177.18, 0], [169.01, 177.18, 0], [169.01, 177.18, 0]]",1420.30000019073,FALSE,FALSE,FALSE,FALSE,0,97,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,8.47780280110373,1300.5999994278,139,288.477802801104,1.24829782938141,141,149.477802801104,"[0, 196.97, 113.37]",2,161,72,250,339,NaN,NaN,55,141,55,55,NaN,NaN,"[[211.14, 153.92, 0], [0, 196.97, 113.37], [211.14, 153.92, 0], [211.14, 153.92, 0]]",1200.69999980927,FALSE,FALSE,FALSE,FALSE,0,95,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,28.4924755773611,1750.5,139,237.492475577361,2.13815965964241,70,98.4924755773611,"[196.91, 167.33, 0]",1,152,330,63,241,NaN,NaN,70,126,126,126,NaN,NaN,"[[196.91, 167.33, 0], [39.26, 176.28, 0], [39.26, 176.28, 0], [39.26, 176.28, 0]]",1455.5,FALSE,FALSE,FALSE,FALSE,0,84,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,-22.687858053926,1806.30000019073,139,299.312141946074,1.05920293902397,183,160.312141946074,"[0, 238.36, 225.42]",3,288,52,170,111,229,347,77,320,183,139,183,183,"[[188.46, 171.69, 0], [245.28, 0, 212.21], [0, 238.36, 225.42], [0, 194.04, 104.71], [0, 238.36, 225.42], [0, 238.36, 225.42]]",1636,FALSE,FALSE,FALSE,FALSE,0,87,Iso.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,-8.10503874179187,1327.9000005722,139,262.894961258208,1.69480264632092,132,123.894961258208,"[0, 183.01, 64.59]",1,184,7,125,243,302,66,132,3,3,3,3,3,"[[0, 183.01, 64.59], [238.77, 54.52, 102.94], [238.77, 54.52, 102.94], [238.77, 54.52, 102.94], [238.77, 54.52, 102.94], [238.77, 54.52, 102.94]]",1091.9000005722,FALSE,FALSE,FALSE,FALSE,0,95,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-10.0837545823806,1631.0999994278,139,248.916245417619,1.93877726293988,120,109.916245417619,"[84.84, 178.12, 0]",2,297,30,208,119,NaN,NaN,356,120,356,356,NaN,NaN,"[[242.54, 40.51, 123.86], [84.84, 178.12, 0], [242.54, 40.51, 123.86], [242.54, 40.51, 123.86]]",1331.29999923706,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Redundant Cued,25.9348588192707,1787.69999980927,139,216.934858819271,2.49695775843425,52,77.9348588192707,"[213.4, 150.44, 0]",3,142,24,201,260,319,83,234,254,52,337,52,52,"[[0, 211.21, 255], [0, 143.9, 255], [213.4, 150.44, 0], [248.77, 0, 174.42], [213.4, 150.44, 0], [213.4, 150.44, 0]]",1520.69999980927,FALSE,FALSE,FALSE,FALSE,0,86,Eq.Triangle,6,4,1,7
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,-0.234480095541244,1476.39999961853,139,173.765519904459,-3.03278044877255,35,34.7655199044588,"[222.71, 123.15, 0]",1,37,155,332,96,214,273,35,302,242,91,242,242,"[[222.71, 123.15, 0], [224.01, 0, 241], [0, 191.22, 255], [167.27, 177.47, 0], [0, 191.22, 255], [0, 191.22, 255]]",1226.30000019073,FALSE,FALSE,FALSE,FALSE,0,100,Contiguous.Short6,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,-13.1060793302646,1384.79999923706,139,99.8939206697354,-1.7434778184129,334,320.893920669735,"[249.06, 0, 181.83]",1,225,343,107,48,166,284,334,145,145,145,145,145,"[[249.06, 0, 181.83], [0, 202.56, 128.82], [0, 202.56, 128.82], [0, 202.56, 128.82], [0, 202.56, 128.82], [0, 202.56, 128.82]]",1202,FALSE,FALSE,FALSE,FALSE,0,93,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,10.5263729475548,1166.80000019073,139,273.526372947555,1.50924950820681,124,134.526372947555,"[59.29, 176.97, 0]",2,221,103,162,339,44,280,211,124,211,211,211,211,"[[0, 239.41, 255], [59.29, 176.97, 0], [0, 239.41, 255], [0, 239.41, 255], [0, 239.41, 255], [0, 239.41, 255]]",906,FALSE,FALSE,FALSE,FALSE,0,94,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-2.39236955189276,1720.89999961853,139,197.607630448107,2.83428152879592,61,58.6076304481072,"[206.04, 160.03, 0]",1,27,145,86,204,322,263,61,140,61,61,61,61,"[[206.04, 160.03, 0], [0, 195.52, 109.14], [206.04, 160.03, 0], [206.04, 160.03, 0], [206.04, 160.03, 0], [206.04, 160.03, 0]]",1292.5,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Non-Redundant Cued,-22.8576199764656,1398.5,139,74.1423800235344,-1.29402864667555,318,295.142380023534,"[243.94, 0, 216.01]",2,134,312,223,45,NaN,NaN,183,318,183,183,NaN,NaN,"[[0, 238.36, 225.42], [243.94, 0, 216.01], [0, 238.36, 225.42], [0, 238.36, 225.42]]",1132.5,FALSE,FALSE,FALSE,FALSE,0,87,Contiguous.Short4,4,2,0,3
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Non-Redundant Cued,35.6769852036673,1342,139,15.6769852036673,-0.273615008590428,201,236.676985203667,"[0, 242.39, 255]",2,269,210,92,151,328,33,273,201,273,273,273,273,"[[144.75, 93.28, 255], [0, 242.39, 255], [144.75, 93.28, 255], [144.75, 93.28, 255], [144.75, 93.28, 255], [144.75, 93.28, 255]]",1125.0999994278,FALSE,FALSE,FALSE,FALSE,0,80,Contiguous.Long,6,2,0,6
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Four Colors,Non-Redundant Cued,-3.37871251811927,1150.10000038147,139,155.621287481881,-2.71610385275145,20,16.6212874818807,"[226.24, 79.97, 15.35]",1,342,224,283,165,106,47,20,138,87,357,357,357,"[[226.24, 79.97, 15.35], [0, 192.54, 100.07], [174, 176.2, 0], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02], [242.05, 42.73, 121.02]]",966.800000190735,FALSE,FALSE,FALSE,FALSE,0,98,Contiguous.Short6,6,4,0,8
PG,2024-05-24T15:01:26,8,32,No,Man,Six Items,Two Colors,Redundant Cued,-7.12468590157135,1073.30000019073,139,71.8753140984287,-1.25446088192268,300,292.875314098429,"[220.49, 7.89, 243.68]",1,228,169,51,287,110,346,300,68,300,300,300,300,"[[220.49, 7.89, 243.68], [199.1, 165.88, 0], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68], [220.49, 7.89, 243.68]]",923.199999809265,FALSE,FALSE,FALSE,FALSE,0,96,Contiguous.Long,6,2,1,5
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,-14.8904087365854,1614.30000019073,139,138.109591263415,-2.41046709613018,14,359.109591263415,"[231.16, 71.92, 60.85]",1,140,318,51,229,NaN,NaN,14,245,14,14,NaN,NaN,"[[231.16, 71.92, 60.85], [0, 181.74, 255], [231.16, 71.92, 60.85], [231.16, 71.92, 60.85]]",1015.20000076294,FALSE,FALSE,FALSE,FALSE,0,92,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,-2.15385308695119,1339,139,85.8461469130488,-1.49829791378347,309,306.846146913049,"[234.93, 0, 231.29]",1,83,172,350,261,NaN,NaN,309,269,309,309,NaN,NaN,"[[234.93, 0, 231.29], [125.61, 101.53, 255], [234.93, 0, 231.29], [234.93, 0, 231.29]]",1139.10000038147,FALSE,FALSE,FALSE,FALSE,0,99,Contiguous.Short4,4,2,1,2
PG,2024-05-24T15:01:26,8,32,No,Man,Four Items,Two Colors,Redundant Cued,-18.7910848987112,1251.89999961853,139,75.2089151012888,-1.31264319537037,315,296.208915101289,"[241.5, 0, 221.43]",2,137,48,226,315,NaN,NaN,90,315,315,315,NaN,NaN,"[[169.01, 177.18, 0], [241.5, 0, 221.43], [241.5, 0, 221.43], [241.5, 0, 221.43]]",1085.19999980927,FALSE,FALSE,FALSE,FALSE,0,90,Contiguous.Short4,4,2,1,2
