uid,Cond,Stage,nObs,CircSDDeg,MeanAbsDeg,CentralMass,ShoulderMass,TailMass
YL,S6C4NR,POP-only refit,499,61.2021538817431,44.9161474092064,0.451454908383629,0.24199873098543,0.306546360630941
YL,S6C4NR,POP in H0a,499,60.0646275702052,43.5006288031957,0.487110842489905,0.214773366758714,0.298115790751381
YL,S6C4NR,CDM fixed drift,499,8.07430175868084,5.98101569654716,0.978207540537548,0.0217924352326268,2.42298247343984e-08
YL,S6C4NR,H0a POPCDM,499,60.6048994227174,44.440187415871,0.453632444094341,0.244993378888371,0.301374177017287
YL,S6C4R,Observed,499,25.9571408842068,17.6320641282565,0.685370741482966,0.230460921843687,0.0841683366733467
YL,S6C4R,POP-only refit,499,28.3769034583159,19.4458110097971,0.650011026180505,0.288324303058436,0.0616646707610596
YL,S6C4R,POP in H0a,499,27.4014838187857,18.150596494661,0.69815181167999,0.244634127909739,0.0572140604102709
YL,S6C4R,CDM fixed drift,499,8.07430175868084,5.98101569654716,0.978207540537548,0.0217924352326268,2.42298247343984e-08
YL,S6C4R,H0a POPCDM,499,28.5663379585381,19.6023736723202,0.646422016348895,0.291329164628627,0.0622488190224784
YL,S6C6NR,Observed,499,63.6980235305775,48.423246492986,0.346693386773547,0.284569138276553,0.3687374749499
