"value","trial_type","trial_index","time_elapsed","internal_node_id","experiment","experiment_type","subject_id","unique_id","browser_window_height","browser_window_width","futurestudyAlert","studyresultsEmail","tab_away_count","rt","stimulus","response","trial_event","trial_number","trial_condition","cue_type","set_size","target","duration_ms","is_practice","redundancy","target_orientation","num_items","target_color","target_angle_norotation","target_angle_rotated","rotation","response_radians","response_orientation","response_orientation_360","response_error_deg","response_RT","response_RT_from_start","leave_center_RT","points","too_slow_trigger","too_fast_trigger","started_outof_center","timeout","mouse_movement_rt","mouse_movement_coords","target_patchN","all_patch_angles","all_patch_colors","all_patch_orientations","patch_angles_from_center","patch_imaginary_circle","patch_indiv_size_radius","outer_wheel_radius","inner_wheel_radius","wheel_canvas_height_width"
"","confidence-wheel","11","5882","0.0-11.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","2","R-cue","R-cue","4","1","250","false","1","78","4","[254.99999999999997,162.9695987065779,0]","63","296","[233]","[2.5167717708796533]","[144.20040046907036]","324.20040046907036","[66.20040046907036]","[133.29999999701977]","[493.3999999985099]","[360.1000000014901]","[26]","[false]","[false]","[false]","[false]","[27,51,76,101,131,156,181,206,231,256,281,306,331,356,381,406,431,457,481]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-8,-1)"",""(-8,0)"",""(-7,0)"",""(-6,1)"",""(-2,4)"",""(12,15)"",""(22,22)"",""(57,50)"",""(72,60)"",""(101,80)"",""(122,93)"",""(151,110)""]","2","[343,63,63,18]","[[254.99999999999997,133.99669992615298,244.67779680199263],[254.99999999999997,162.9695987065779,0],[254.99999999999997,162.9695987065779,0],[254.99999999999997,128.96007831935216,147.35282740727914]]","[10,78,78,139]","[83,353,173,263]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","12","6870","0.0-12.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","6978","0.0-13.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","107","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","3","Baseline","Baseline","6","3","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","14","7220","0.0-14.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","3","Baseline","Baseline","6","3","150","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[210,289,127,51,240,348]","[[0,241.4279644519829,254.99999999999997],[204.60226761402984,173.28241139939973,254.99999999999997],[164.92474722929677,230.83406596207834,0],[254.99999999999997,150.3910703593195,0],[0,219.37803690487408,254.99999999999997],[254.99999999999997,131.8190577030351,231.86249336625173]]","[74,149,11,179,118,43]","[180,0,60,120,240,300]","126","25","","","[874,1396]"
"","confidence-wheel","15","7414","0.0-15.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","3","Baseline","Baseline","6","3","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","16","8417","0.0-16.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","3","Baseline","Baseline","6","3","150","false","0","179","6","[254.99999999999997,150.3910703593195,0]","51","284","[233]","[2.5614535838943375]","[146.76047977580447]","326.76047977580447","[32.23952022419553]","[99.89999999850988]","[646.3999999985099]","[546.5]","[64]","[false]","[false]","[false]","[false]","[26,51,76,101,130,157,180,207,230,256,280,307,330,357,381,407,430,456,480,506,531,556,581,606,631]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-4,-4)"",""(-3,-4)"",""(0,-2)"",""(18,7)"",""(41,20)"",""(88,47)"",""(109,62)"",""(157,100)""]","4","[210,289,127,51,240,348]","[[0,241.4279644519829,254.99999999999997],[204.60226761402984,173.28241139939973,254.99999999999997],[164.92474722929677,230.83406596207834,0],[254.99999999999997,150.3910703593195,0],[0,219.37803690487408,254.99999999999997],[254.99999999999997,131.8190577030351,231.86249336625173]]","[74,149,11,179,118,43]","[180,0,60,120,240,300]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","17","9277","0.0-17.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","18","9349","0.0-18.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","70","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","4","R-cue","R-cue","6","3","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","19","9558","0.0-19.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","4","R-cue","R-cue","6","3","50","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[272,195,272,272,136,354]","[[155.6990856062002,189.20937452851422,254.99999999999997],[0,248.03840596612247,251.89110080743427],[155.6990856062002,189.20937452851422,254.99999999999997],[155.6990856062002,189.20937452851422,254.99999999999997],[129.3652800912392,237.40159668996418,57.814164791926764],[254.99999999999997,129.7401681541928,215.97180411260678]]","[74,166,74,74,51,104]","[202,22,82,142,262,322]","126","25","","","[874,1396]"
"","confidence-wheel","20","9754","0.0-20.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","4","R-cue","R-cue","6","3","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","21","10519","0.0-21.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","4","R-cue","R-cue","6","3","50","false","1","74","6","[155.6990856062002,189.20937452851422,254.99999999999997]","272","145","[233]","[2.5480499405184514]","[145.99250758026773]","325.9925075802677","[71.99250758026778]","[148.80000000447035]","[355.5]","[206.69999999552965]","[20]","[false]","[true]","[false]","[false]","[26,52,76,100,126,151,175,201,226,252,276,301,325,351]","[""(0,0)"",""(0,0)"",""(-6,-7)"",""(-6,-6)"",""(-3,-4)"",""(2,0)"",""(16,11)"",""(29,24)"",""(50,43)"",""(64,54)"",""(88,71)"",""(101,79)"",""(129,92)"",""(142,99)""]","4","[272,195,272,272,136,354]","[[155.6990856062002,189.20937452851422,254.99999999999997],[0,248.03840596612247,251.89110080743427],[155.6990856062002,189.20937452851422,254.99999999999997],[155.6990856062002,189.20937452851422,254.99999999999997],[129.3652800912392,237.40159668996418,57.814164791926764],[254.99999999999997,129.7401681541928,215.97180411260678]]","[74,166,74,74,51,104]","[202,22,82,142,262,322]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","22","11265","0.0-22.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","11329","0.0-23.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","63","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","5","R-cue","R-cue","6","1","250","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","24","11554","0.0-24.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","5","R-cue","R-cue","6","1","250","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[354,143,78,313,143,143]","[[254.99999999999997,129.7401681541928,215.97180411260678],[93.3347494589738,241.68975817580804,91.08887362028348],[254.99999999999997,180.15576124221906,0],[254.99999999999997,153.09836184612325,254.99999999999997],[93.3347494589738,241.68975817580804,91.08887362028348],[93.3347494589738,241.68975817580804,91.08887362028348]]","[7,36,176,64,36,36]","[270,150,330,210,90,30]","126","25","","","[874,1396]"
"","confidence-wheel","25","11749","0.0-25.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","5","R-cue","R-cue","6","1","250","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","26","12739","0.0-26.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","5","R-cue","R-cue","6","1","250","false","1","36","6","[93.3347494589738,241.68975817580804,91.08887362028348]","143","16","[233]","[2.540059076156294]","[145.5346647776546]","325.5346647776546","[70.4653352223454]","[116.19999999552965]","[627.5]","[511.30000000447035]","[22]","[false]","[false]","[false]","[false]","[26,51,77,101,131,156,181,207,231,257,281,306,330,355,381,405,431,456,481,506,531,556,581,606]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-5,-5)"",""(-4,-5)"",""(-2,-3)"",""(-1,-2)"",""(1,-1)"",""(1,-1)"",""(2,-1)"",""(2,-1)"",""(2,-1)"",""(2,-1)"",""(2,0)"",""(3,0)"",""(14,6)"",""(23,10)"",""(59,30)"",""(70,37)"",""(110,69)"",""(137,92)""]","2","[354,143,78,313,143,143]","[[254.99999999999997,129.7401681541928,215.97180411260678],[93.3347494589738,241.68975817580804,91.08887362028348],[254.99999999999997,180.15576124221906,0],[254.99999999999997,153.09836184612325,254.99999999999997],[93.3347494589738,241.68975817580804,91.08887362028348],[93.3347494589738,241.68975817580804,91.08887362028348]]","[7,36,176,64,36,36]","[270,150,330,210,90,30]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","27","13455","0.0-27.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","13594","0.0-28.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","137","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","6","NR-cue","NR-cue","6","0","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","29","13849","0.0-29.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","6","NR-cue","NR-cue","6","0","50","false","null","null","6","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[174,306,306,345,126,306]","[[0,251.0748217718652,194.20418654126073],[243.37309883764794,158.63000769977236,254.99999999999997],[243.37309883764794,158.63000769977236,254.99999999999997],[254.99999999999997,133.08079985838356,239.60115104213682],[168.44152611795363,230.03524643474762,0],[243.37309883764794,158.63000769977236,254.99999999999997]]","[91,50,50,115,18,50]","[220,280,40,100,340,160]","126","25","","","[874,1396]"
"","confidence-wheel","30","14075","0.0-30.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","6","NR-cue","NR-cue","6","0","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","31","14987","0.0-31.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","6","NR-cue","NR-cue","6","0","50","false","0","91","6","[0,251.0748217718652,194.20418654126073]","174","47","[233]","[2.540059076156294]","[145.5346647776546]","325.5346647776546","[54.5346647776546]","[99.90000000596046]","[536.3000000044703]","[436.3999999985099]","[39]","[false]","[false]","[false]","[false]","[26,51,76,101,126,151,176,201,226,250,276,301,326,351,376,401,426,451,476,500,526]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-10,-4)"",""(-9,-4)"",""(-9,-3)"",""(-9,-3)"",""(-9,-3)"",""(-8,-3)"",""(-7,-2)"",""(-6,-1)"",""(0,3)"",""(7,6)"",""(26,20)"",""(52,39)"",""(93,67)"",""(114,80)"",""(157,107)""]","1","[174,306,306,345,126,306]","[[0,251.0748217718652,194.20418654126073],[243.37309883764794,158.63000769977236,254.99999999999997],[243.37309883764794,158.63000769977236,254.99999999999997],[254.99999999999997,133.08079985838356,239.60115104213682],[168.44152611795363,230.03524643474762,0],[243.37309883764794,158.63000769977236,254.99999999999997]]","[91,50,50,115,18,50]","[220,280,40,100,340,160]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","32","15757","0.0-32.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","15994","0.0-33.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","235","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","7","R-cue","R-cue","4","0","50","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","34","16219","0.0-34.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","7","R-cue","R-cue","4","0","50","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[260,28,179,260]","[[109.27160160355561,200.77374697788707,254.99999999999997],[254.99999999999997,132.8177125449908,115.46407504635546],[0,251.04132880465787,208.65206104318366],[109.27160160355561,200.77374697788707,254.99999999999997]]","[44,177,152,44]","[67,157,247,337]","126","25","","","[874,1396]"
"","confidence-wheel","35","16427","0.0-35.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","7","R-cue","R-cue","4","0","50","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","36","17266","0.0-36.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","7","R-cue","R-cue","4","0","50","false","1","44","4","[109.27160160355561,200.77374697788707,254.99999999999997]","260","133","[233]","[2.4805494847391065]","[142.1250163489018]","322.1250163489018","[81.8749836510982]","[133.29999999701977]","[517.1000000014901]","[383.80000000447035]","[9]","[false]","[false]","[false]","[false]","[26,51,76,101,135,161,185,211,236,261,286,311,336,361,386,411,436,461,486,511]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(3,-5)"",""(3,-5)"",""(4,-4)"",""(4,-4)"",""(5,-3)"",""(6,-2)"",""(12,4)"",""(19,9)"",""(35,25)"",""(51,39)"",""(79,64)"",""(93,76)"",""(136,109)"",""(154,121)""]","1","[260,28,179,260]","[[109.27160160355561,200.77374697788707,254.99999999999997],[254.99999999999997,132.8177125449908,115.46407504635546],[0,251.04132880465787,208.65206104318366],[109.27160160355561,200.77374697788707,254.99999999999997]]","[44,177,152,44]","[67,157,247,337]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","37","18210","0.0-37.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","38","18334","0.0-38.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","123","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","8","NR-cue","NR-cue","4","2","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","39","18556","0.0-39.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","8","NR-cue","NR-cue","4","2","150","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[47,47,167,109]","[[254.99999999999997,146.60973640893948,24.09939262309329],[254.99999999999997,146.60973640893948,24.09939262309329],[0,250.3886725292454,173.25318979410642],[219.84196647781712,214.58093310076686,0]]","[86,86,111,148]","[357,177,267,87]","126","25","","","[874,1396]"
"","confidence-wheel","40","18770","0.0-40.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","8","NR-cue","NR-cue","4","2","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
"","confidence-wheel","41","19683","0.0-41.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_response_event","8","NR-cue","NR-cue","4","2","150","false","0","111","4","[0,250.3886725292454,173.25318979410642]","167","40","[233]","[2.568494095447624]","[147.16387137342087]","327.1638713734209","[36.163871373420875]","[133.39999999850988]","[557.2999999970198]","[423.8999999985099]","[60]","[false]","[false]","[false]","[false]","[26,51,76,101,125,152,176,201,226,250,276,301,326,351,376,401,426,451,476,501,526,551]","[""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(0,0)"",""(-5,-5)"",""(-5,-5)"",""(-5,-5)"",""(-5,-5)"",""(-5,-4)"",""(-4,-4)"",""(0,-2)"",""(3,0)"",""(14,7)"",""(23,13)"",""(47,29)"",""(61,38)"",""(105,68)"",""(115,75)"",""(145,94)"",""(160,104)""]","3","[47,47,167,109]","[[254.99999999999997,146.60973640893948,24.09939262309329],[254.99999999999997,146.60973640893948,24.09939262309329],[0,250.3886725292454,173.25318979410642],[219.84196647781712,214.58093310076686,0]]","[86,86,111,148]","[357,177,267,87]","114","25","227","197","[874,1396]"
"","AdvanceWithPlot","42","20549","0.0-42.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","43","20734","0.0-43.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","183","<div style=""position: fixed; inset: 0; display: flex; align-items: center; justify-content: center; font-size:25px;"">+</div>","n","fixation","9","Baseline","Baseline","4","3","150","false","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence-wheel","44","20958","0.0-44.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","orientation_bars_display_event","9","Baseline","Baseline","4","3","150","false","null","null","4","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[300,264,136,83]","[[230.60175705368678,163.61827156224166,254.99999999999997],[126.59178414982333,196.91847646608042,254.99999999999997],[129.3652800912392,237.40159668996418,57.814164791926764],[254.99999999999997,185.97970563700207,0]]","[124,34,163,74]","[291,111,201,21]","126","25","","","[874,1396]"
"","confidence-wheel","45","21170","0.0-45.0","Daz2026_Encoding_Online_SubExp3","Multiple Features Effect Hypothesis","6067","","920","1470","false","false","0","","","","retention_interval","9","Baseline","Baseline","4","3","150","false","null","null","0","null","null","null","0","[]","[]","null","[]","[]","[]","[]","[]","[false]","[false]","[false]","[false]","[]","[]","null","[]","[]","null","[]","114","25","","","[874,1396]"
